serial no,title,link,author
25_03_2024_44,Kejriwal arrest: Will it help BJP get political advantage?,https://drive.google.com/file/d/1DSv2snj5OodrZHg1Sif5oE8H3_aSuWrQ/view?usp=drivesdk,"[""Parsa Venkateshwar Rao Jr""]"
25_03_2024_45,Why South Korea's democrats must worry,https://drive.google.com/file/d/1BcO-GDfevU16zpyV3jeY9QEkKZVJpAMa/view?usp=drivesdk,"[""Wang Son-Taek""]"
25_03_2024_46,Had media turned pollutant to misreport Guwahati?,https://drive.google.com/file/d/16_qI6owwQXeBPuNTUsXzIwVGKq54rR59/view?usp=drivesdk,"[""Nava Thakuria""]"
25_03_2024_47,Drive Defence with startups,https://drive.google.com/file/d/1zGH4nZXIkhXk2q5wPWbTxKDbNIPhoQMN/view?usp=drivesdk,"[""Viiveck Verma""]"
25_03_2024_48,Changing dynamics of threat,https://drive.google.com/file/d/1N3PAwtLNdchfrOdrrw4gSWwoyK-h9wL0/view?usp=drivesdk,"[""Shibdas Bhattacharjee""]"
25_03_2024_49,MMR housing market surges despite rising property prices,https://drive.google.com/file/d/1l95ysX2gaFkXhuebWE2zhXJT0hhF1yK2/view?usp=drivesdk,"[""Anonymous""]"
25_03_2024_50,Battling world's 2nd leading cause of infectious disease deaths,https://drive.google.com/file/d/1q12U_lm0m0sHuUPR6fGRsH1SUfDRClMq/view?usp=drivesdk,"[""Anonymous""]"
25_03_2024_51,Curvy paths to publishing,https://drive.google.com/file/d/1vIDk7iXxf1fsH7stS89MB8BkHSRVOoig/view?usp=drivesdk,"[""Sagar Azad""]"
25_03_2024_52,Maldives in China's Shadow?,https://drive.google.com/file/d/15WrZeDBBoY78ZHdOMLKahJ065UQL8Xre/view?usp=drivesdk,"[""Girish Linganna""]"
26_03_2024_1,"China, a `want-to-be' superpower",https://drive.google.com/file/d/1jtqoC7dwTuEu6TpZ5zegzM94Ash2lZXk/view?usp=drivesdk,"[""Kabir Taneja""]"
26_03_2024_2,A dissonant chord in the world of Carnatic music,https://drive.google.com/file/d/1R7G-ZMFUkCGL51046-4C2qldk-uMd6Ir/view?usp=drivesdk,"[""G R Gopinath""]"
26_03_2024_3,Understanding what the right to equality promises,https://drive.google.com/file/d/1zD__3-Mf6A9iGtf3WaNRq95cSWsMCwUf/view?usp=drivesdk,"[""Aditya Phalnikar""]"
26_03_2024_4,What is the district election management plan?,https://drive.google.com/file/d/1Y_Il_tjE_4LSwsTjjm0QedX4sE5ikzEE/view?usp=drivesdk,"[""Ravi Mittal"", ""Rajat Bansal""]"
26_03_2024_5,On campaigning in the name of religion,https://drive.google.com/file/d/1d5jPTjS8q934-8tg6XBDEnblRcSDTCdc/view?usp=drivesdk,"[""Rangarajan R""]"
26_03_2024_6,"On semiconductors: how they are made, used and who manufactures them",https://drive.google.com/file/d/1ljpHmdNxilQoNRlPsA43U14sAFyJ5SxH/view?usp=drivesdk,"[""Awanish Pandey""]"
26_03_2024_7,Moscow terror attack: How worried should we be?,https://drive.google.com/file/d/1J9ANQ1UGcLYgGK591vzemfG_T5RpOkQN/view?usp=drivesdk,"[""R K Raghavan""]"
26_03_2024_8,Leon Walras and the political process,https://drive.google.com/file/d/10AYZ2z2SYea1g_U4xdMm_Fl_Rzn2c4-6/view?usp=drivesdk,"[""T C A Srinivasa Raghavan""]"
26_03_2024_9,China vows to treat foreign firms equally,https://drive.google.com/file/d/1SPZrnzww2AqRlam5II_t5FnL4ban618c/view?usp=drivesdk,"[""Liangping Gao"", ""Ryan Woo"", ""Jing Xu""]"
26_03_2024_10,GST: Boost for businesses,https://drive.google.com/file/d/1-ER_BE0bMPWq9yfm956yJaK7u6gVErj4/view?usp=drivesdk,"[""Chandrajit Banerjee""]"
26_03_2024_11,Japan's unconventional monetary policy gamble,https://drive.google.com/file/d/1xDP4gbZYPCumaMp78grIQy5rluq8zE_u/view?usp=drivesdk,"[""Mridul Sagar""]"
26_03_2024_12,Where is the debt?,https://drive.google.com/file/d/1Jm0jJo9cZE9hLZa1-94Km2O_ifAiWE4w/view?usp=drivesdk,"[""Akash Prakash""]"
26_03_2024_13,India's fight against TB must focus on women,https://drive.google.com/file/d/1IOeyMownuxicfAxV09BL-YWXecSK2mx5/view?usp=drivesdk,"[""Vandana Chavan""]"
26_03_2024_14,"Mukoma wa Ngugi's tale: Weep not, Mother",https://drive.google.com/file/d/1Be5qag4bo7S2FcqPBQcnkwV0yBa6stZ-/view?usp=drivesdk,"[""Anushree Majumdar""]"
26_03_2024_15,A second Trump term and US foreign policy,https://drive.google.com/file/d/1noJeAULpj7P4SwDdPIPbFMFxLX0jC0x9/view?usp=drivesdk,"[""Ian Bremmer""]"
26_03_2024_16,The next wave of co-lending partnerships,https://drive.google.com/file/d/1S_9CIumyyeBzLirxW3pEFjLLdgcDmLFX/view?usp=drivesdk,"[""Alok Mittal""]"
26_03_2024_17,Cybersecurity front and centre,https://drive.google.com/file/d/1ccdLMvFiHVp_Bf7t0B0MSoDASdZlKPSG/view?usp=drivesdk,"[""Siddharth Pai""]"
26_03_2024_18,WTO hobbling when the world needs it,https://drive.google.com/file/d/1587Y_ZS7rnBo2eiGjY-NWn1oUDU560Ui/view?usp=drivesdk,"[""Biswajit Dhar""]"
26_03_2024_19,Living in an era of physical trust vs digital distrust,https://drive.google.com/file/d/1sC2-0FB3PDeJVJ3I2L2BmRjAlQxBfJko/view?usp=drivesdk,"[""Harish Bijoor""]"
26_03_2024_20,SAHI jawab for insurance,https://drive.google.com/file/d/1vB0P1LxRza-ducncvyuziqYiPHVlUr-C/view?usp=drivesdk,"[""Prashant Maheshwari"", ""Chandresh Ruparel""]"
26_03_2024_21,Gig workers aren't bots,https://drive.google.com/file/d/192kLqnkrejaCZ2Dnq776WUttvl8ow-dX/view?usp=drivesdk,"[""Rita McGrath"", ""M Muneer""]"
26_03_2024_22,Carnatic musicians are out of tune,https://drive.google.com/file/d/1MQXa9g--fkgQdRAbl7P25mTFmIcXhbbx/view?usp=drivesdk,"[""Malini Nair""]"
26_03_2024_23,A bridge stranger than any fiction,https://drive.google.com/file/d/1TFqIu_e16D57FqApG5c5Z1JqMd07ds6-/view?usp=drivesdk,"[""Zoru Bhathena""]"
26_03_2024_24,"Dogs understand more than they let on, create mental images",https://drive.google.com/file/d/1kQoUBFWgNqFrXBGfk3vEdrJnznvzpukT/view?usp=drivesdk,"[""Anonymous""]"
26_03_2024_25,"In a surprise vote, major European climate protection plan shelved",https://drive.google.com/file/d/1ecWeeDnQMa9Kqdj0Rlxw9n7Vl3xZw-fF/view?usp=drivesdk,"[""Anonymous""]"
26_03_2024_26,Nation to get freedom soon from fissiparous forces,https://drive.google.com/file/d/1Hg1nGZZKz-AZynixarRSVkl1rKX9Dch9/view?usp=drivesdk,"[""Y Satya Kumar""]"
26_03_2024_27,How feasible is nuclear power for Australia?,https://drive.google.com/file/d/1Ne9DbzLYdKo9rQ8iQLVK73tR8w-gwUnO/view?usp=drivesdk,"[""Alan Finkel""]"
26_03_2024_28,Concert hall attack dents Putin's tough image,https://drive.google.com/file/d/1PvTRyWIF4N5nMeo3XBMEBHbdQh7n7HGM/view?usp=drivesdk,"[""Anonymous""]"
26_03_2024_29,EU's tightrope diplomacy,https://drive.google.com/file/d/1ZcEgbOc0aR6a0OomI7qdgRzvRHoz_RNH/view?usp=drivesdk,"[""Govind Anoop"", ""Karamala Areesh Kumar"", ""Sana Zulfikar Ahmed""]"
26_03_2024_30,"Left, right, left: Contradictions expose ideological confusion",https://drive.google.com/file/d/1dov20qqJOMQmhOtgEz5YidgxQJ8rsMAI/view?usp=drivesdk,"[""Sriram Karri""]"
27_03_2024_1,Set the wheels in motion for a cyclists' manifesto,https://drive.google.com/file/d/1GbqDI7SuQup1J0r6031Ia1XgAUyzCPlo/view?usp=drivesdk,"[""Rahul Goel""]"
27_03_2024_2,"A cry for help, a call for reÅection and action",https://drive.google.com/file/d/1mM3ZDBy_zl97SLMhAKM1bGez_a27BhJ9/view?usp=drivesdk,"[""Sumant Kumar""]"
27_03_2024_3,It is time for comprehensive reforms to municipal elections,https://drive.google.com/file/d/1WgarUVz41bruHM5HfcAtiClqenKiSYuv/view?usp=drivesdk,"[""Srikanth Viswanathan""]"
27_03_2024_4,The democratic political process is broken,https://drive.google.com/file/d/14Eu2RVEJvWxnod1iD6UtFszw-v4QJaWS/view?usp=drivesdk,"[""Ruchi Gupta""]"
27_03_2024_5,Can AI help in navigating mental health?,https://drive.google.com/file/d/19EHsVakTpVPuZb0QjR2AAPQ4dzoj8UQp/view?usp=drivesdk,"[""Iti Bhargava"", ""Manmath Goel"", ""Namrata Rao""]"
27_03_2024_6,The need to curb black carbon emissions,https://drive.google.com/file/d/1SEFiq8yc08T6O5jxjbC4DkvCfJPV4gOZ/view?usp=drivesdk,"[""Chandrakiran Lakshmisha"", ""Kaushik Reddy""]"
27_03_2024_7,Is unemployment a major factor in shaping the vote choice of the youth?,https://drive.google.com/file/d/1jZthe2NZqZI8-jb362-MkP6h_lvEjsl6/view?usp=drivesdk,"[""Jyoti Mishra"", ""Sanjay Kumar"", ""Sandeep Shastri"", ""Suhas Palshikar""]"
27_03_2024_8,Gearing up for interest rate cuts in 2024,https://drive.google.com/file/d/1fOKzk-oPJGzrzoC0TCaQIAHmfHhHaTrz/view?usp=drivesdk,"[""K Srinivasa Rao""]"
27_03_2024_9,Silent digital transformation of farmer collectives,https://drive.google.com/file/d/1JprT86oWSWKKrzLnvLuFOZLMq_seAXhj/view?usp=drivesdk,"[""R S Sharma""]"
27_03_2024_10,China looms over the high-seas,https://drive.google.com/file/d/1AOSU_9QR_maEo0zvmPM0Z2-eImR8Yitq/view?usp=drivesdk,"[""Paran Balakrishnan""]"
27_03_2024_11,Maharashtra's textile push,https://drive.google.com/file/d/1PH4cUB78MXgEoNlue8cg86CawaP5W2CF/view?usp=drivesdk,"[""Chandrakant Patil""]"
27_03_2024_12,Indian cities cry out for UMTA,https://drive.google.com/file/d/1SFfNolv8Fu6b0ydaQkaEzSwirx-Tgol1/view?usp=drivesdk,"[""Vinayak Chatterjee""]"
27_03_2024_13,The state of state budgets,https://drive.google.com/file/d/1kooQlUvc2YLeSNKnwNqth7hqSCNXNnN-/view?usp=drivesdk,"[""A K Bhattacharya""]"
27_03_2024_14,Behind the terror attack in Moscow,https://drive.google.com/file/d/15BDQA3YT-g3p6loMSNBoWY8gikf38m5l/view?usp=drivesdk,"[""Soumya Awasthi""]"
27_03_2024_15,Krishna award debate: missing caste for music,https://drive.google.com/file/d/1a840k97pacz4WkSehRdTwSa_sBMTG6tQ/view?usp=drivesdk,"[""V Geetha""]"
27_03_2024_16,How Chipko resonated beyond the Himalayas,https://drive.google.com/file/d/1lm5mNd1PM3zxprRbInfveT5Vk6vkZ1jb/view?usp=drivesdk,"[""Madhav Gadgil""]"
27_03_2024_17,Basic subsidies can be climate focused and aimed better,https://drive.google.com/file/d/16fJPrI42Wn7Jk9bkDcRorWDrL0pLXVQ_/view?usp=drivesdk,"[""Amar Patnaik""]"
27_03_2024_18,EV success may require some exposure to China,https://drive.google.com/file/d/1Rb1fN0T0nqltbpMVoqXJF5qEsn7coEIK/view?usp=drivesdk,"[""Anonymous""]"
27_03_2024_19,Financial regulation in India is far better than it gets credit for,https://drive.google.com/file/d/1Zffwi2kT4Nv6dRfwILJCYTYit7ssCjMc/view?usp=drivesdk,"[""Somnath Mukherjee""]"
27_03_2024_20,Arguments against deploying DPI don't really hold up,https://drive.google.com/file/d/13hz-B424YmHpYldWF1B-T5PobRL5sSc-/view?usp=drivesdk,"[""Rahul Matthan""]"
27_03_2024_21,China's clean-tech success isn't a win for a statist policy frame,https://drive.google.com/file/d/1hEQt5Y_nebgj2QfC8X5aEBVWIiq-PuX9/view?usp=drivesdk,"[""David Fickling""]"
27_03_2024_22,Ten reasons why Piketty's paper goes wrong on Indian inequality,https://drive.google.com/file/d/1-czIXnnoh8OVgeFvLxIwfsDi9caxRq8q/view?usp=drivesdk,"[""V Anantha Nageswaran"", ""Deeksha Supyaal Bisht""]"
27_03_2024_23,Prince who became a diplomat,https://drive.google.com/file/d/1TjvBCZOCEu-z7RcAqfGJBOIvzd6Cb2ZN/view?usp=drivesdk,"[""Vivek Katju""]"
27_03_2024_24,How Delhi talks to world,https://drive.google.com/file/d/1gGOg_ZomADmBdjcEZPvHn8ZgOZiNCL8k/view?usp=drivesdk,"[""C Raja Mohan""]"
27_03_2024_25,Don't blame it on wokeness,https://drive.google.com/file/d/1PakBBWDHYpK0m6UYIcMH6JS5Ktot1sab/view?usp=drivesdk,"[""Manjiri Indurkar""]"
27_03_2024_26,"Hindutva, music and the elite",https://drive.google.com/file/d/1H8ImMAmIM6hDiUKDyuYzQjQGx_jaEPte/view?usp=drivesdk,"[""Ramesh Venkataraman""]"
27_03_2024_27,The devil is in the footnote,https://drive.google.com/file/d/1WwZX972Euj8fBgqNseygyYzrMnSZGjLl/view?usp=drivesdk,"[""Surjit S Bhalla"", ""Karan Bhasin""]"
27_03_2024_28,"ASI will `delist' some `lost' monuments. What's happening, and why?",https://drive.google.com/file/d/1fmfH82-Kcl2M-tGy6E5dOpi1gkPWpOeP/view?usp=drivesdk,"[""Divya A""]"
27_03_2024_29,Footing the climate action bill,https://drive.google.com/file/d/1pry8ubkt2iufpp9lmxj2ytRJhtNMOZDz/view?usp=drivesdk,"[""Amitabh Sinha""]"
27_03_2024_30,Where did Homo Sapiens go after Africa? New study has an answer,https://drive.google.com/file/d/1lAf1ESHF4b4l9CNJLCvFxMrtqmLPC6tY/view?usp=drivesdk,"[""Anonymous""]"
27_03_2024_31,ICCC: farm data dashboard for customised solutions,https://drive.google.com/file/d/1I_EE_tkBIToEwATfewOQjhUbsGhpx6DX/view?usp=drivesdk,"[""Harikishan Sharma""]"
27_03_2024_32,Lessons from the Gemini fiasco,https://drive.google.com/file/d/1x92y0bg7gcVPrRRZ54-2pILEnmQafmLq/view?usp=drivesdk,"[""A Damodaran""]"
27_03_2024_33,The giant has arrived,https://drive.google.com/file/d/1YgJgY8ZwLBkLzAlIzVzw8cC4bPwbkPxZ/view?usp=drivesdk,"[""Mohamed A El-Erian"", ""Michael Spence""]"
27_03_2024_34,Loudspeaker Raj: suffering noise pollution in silence,https://drive.google.com/file/d/1PFh9JO8s9ZNRfMp_2bAfN64Kvu9EFGd0/view?usp=drivesdk,"[""B K Sharma""]"
27_03_2024_35,One election will allow better focus on governance,https://drive.google.com/file/d/1FZH59ctOY83A_K7E7rajqtNS3DK73tyi/view?usp=drivesdk,"[""A Surya Prakash""]"
27_03_2024_36,Why US allows Pak double games,https://drive.google.com/file/d/1SsPXk0DzKHCuLufiAozz7JUfJGczON1p/view?usp=drivesdk,"[""Seema Sirohi""]"
27_03_2024_37,Difficulty of EV-ness,https://drive.google.com/file/d/1MQ-XoCkCojARHyg7T7NtYbdv0YlDrVEU/view?usp=drivesdk,"[""Swaminathan S Anklesaria Aiyar"", ""Arijit Barman""]"
27_03_2024_38,"Funding politics: many ideas, no takers",https://drive.google.com/file/d/11GOv7OyuY-h4R0KRf72v41tG0uiZ7WPG/view?usp=drivesdk,"[""Trilochan Sastry""]"
27_03_2024_39,"Rich in drama, poor in numbers",https://drive.google.com/file/d/1VGxEIE9T0UWxqhljy66WXmYReR0Q8se7/view?usp=drivesdk,"[""Atanu Biswas""]"
27_03_2024_40,India can play peacemaker in Ukraine,https://drive.google.com/file/d/1ZkOnECn6_tg3yqcnW8JHGmz9ZUQLZ2kf/view?usp=drivesdk,"[""Manoj Joshi""]"
27_03_2024_41,Multiplicity of agencies bodes ill for security at airports,https://drive.google.com/file/d/1U2oloeuNe5_oCoFyXL_I4ZN8zQEF0BaH/view?usp=drivesdk,"[""M P Nathanael""]"
27_03_2024_42,Comprehensive law needed to regulate drones,https://drive.google.com/file/d/1S8SDbfRKiw23febbrQCMwZrlL-YaiXm-/view?usp=drivesdk,"[""K P Singh""]"
27_03_2024_43,"Water, an elixir of life and an agent of peace",https://drive.google.com/file/d/1xkXpCqazADeGZASc3dcR1ghYov-IDEfw/view?usp=drivesdk,"[""Biju Dharmapalan""]"
27_03_2024_44,A showdown of arch-rivals,https://drive.google.com/file/d/1mQwQ0ekXGo2uyiAfdXvrjH2wNHZDkKZu/view?usp=drivesdk,"[""Kalyani Shankar""]"
27_03_2024_45,Conspiracy theories abound for terror attack,https://drive.google.com/file/d/1L6Me6SNwoO-zVGclnZh8Y2YBPgl3W063/view?usp=drivesdk,"[""Nilantha Ilangamuwa""]"
27_03_2024_46,Controversial issues reignite India-Lanka relations,https://drive.google.com/file/d/1u5mSfqKgXjlRyZn2Zg4pfapAOxpYfDAz/view?usp=drivesdk,"[""Kumar Chellappan""]"
27_03_2024_47,Empowering voters,https://drive.google.com/file/d/1g6RGAf4j6Ou9Do-FKlYsckIdsbm9BUug/view?usp=drivesdk,"[""Govind Bhattacharjee""]"
27_03_2024_48,S Asia must not let waste go waste,https://drive.google.com/file/d/1T3hLQE8mQ7TM0gXLpY2P3eDAe4qpZaIJ/view?usp=drivesdk,"[""Jamil Ahmed""]"
27_03_2024_49,An effective constable of the Indian Ocean,https://drive.google.com/file/d/1BDI8sQO3ZM0o72R77W0_fU-xEGMoZnq-/view?usp=drivesdk,"[""Harsha Kakar""]"
27_03_2024_50,Hidden toll of higher education,https://drive.google.com/file/d/1XUMNaqYcisLW43JA27g8EnJaiP_8Ab7c/view?usp=drivesdk,"[""Neeraj Madke"", ""Rajitha Venugopal"", ""Moitrayee Das""]"
27_03_2024_51,Kejriwal's arrest comes amidst BJP's distrust of federal principle,https://drive.google.com/file/d/1b4vaK0Tbjw-78fVnzNOtOWA1giLIXGHc/view?usp=drivesdk,"[""Aakar Patel""]"
27_03_2024_52,India's Himalayan embrace: Thimphu ties get enhanced,https://drive.google.com/file/d/1C-FhaKWP1U8LeSV7t9LOJ4im3sgBY-dN/view?usp=drivesdk,"[""Wasbir Hussain""]"
27_03_2024_53,First-time asylum applications in EU up 20 percent in 2023,https://drive.google.com/file/d/1SIIZ6hMXw90mpCyjLiPFZJliOq8VcUYw/view?usp=drivesdk,"[""Anonymous""]"
27_03_2024_54,Annual profits from forced labour amount to USD 236 billion: ILO,https://drive.google.com/file/d/1hvnWh5vY-qAvNHa9TVxvyLumUAlKNESW/view?usp=drivesdk,"[""Anonymous""]"
27_03_2024_55,`Bobby' at 50: a tribute,https://drive.google.com/file/d/14Qj6yiO5lgZPxW1eVz1r1yggmoD9pWDF/view?usp=drivesdk,"[""Himanshu Dhuliya""]"
27_03_2024_56,Navigating the future with global goal on adaptation,https://drive.google.com/file/d/1c5s7oJoZ7Vmqe8FbiuE7_DOE8xwQFH-I/view?usp=drivesdk,"[""Kirit P Solanki"", ""Kaviraj Singh""]"
27_03_2024_57,Polio-free India- How we achieved this,https://drive.google.com/file/d/1bmNFKb3yVoBlyEBP5p1SWiONF1plrPa-/view?usp=drivesdk,"[""Anonymous""]"
28_03_2024_1,Crucial questions about Navayuga and the EBs,https://drive.google.com/file/d/1_a-LNaQ3Mu9OUtVut03-lYiRTbHLOey5/view?usp=drivesdk,"[""Rashme Sehgal""]"
28_03_2024_2,Elections are the true test of democracy,https://drive.google.com/file/d/1iEbsHMhWgIUVaCPSmSpJ5EINmMYh_VpE/view?usp=drivesdk,"[""Bhavdeep Kang""]"
28_03_2024_3,Leave a legacy of pure air,https://drive.google.com/file/d/1dZeoQMRUvLnwQBX8kigQvF0tDgHiZwvK/view?usp=drivesdk,"[""P K Joshi""]"
28_03_2024_4,Nuclear Power,https://drive.google.com/file/d/1jeblr4ARmRiJ1X24FQ_euDZg0tPVlPbn/view?usp=drivesdk,"[""Parthasarathi Chakraborty""]"
28_03_2024_5,Will UNSC resolution bring Gaza peace?,https://drive.google.com/file/d/1JgxedhtJoWCZLHQUSvxG8n-LMIgA8dHe/view?usp=drivesdk,"[""Marica Sosnowski""]"
28_03_2024_6,Despair and hope in rural hamlets,https://drive.google.com/file/d/1WUb4QMZBDJNLGRXMkik6fRp7tiR1tpx1/view?usp=drivesdk,"[""Bharat Dogra""]"
28_03_2024_7,The dilemma of an arrested Chief Minister,https://drive.google.com/file/d/1uQUjFnY8-Ef1kVKSjrTy7z2rrU0RHnhn/view?usp=drivesdk,"[""Devender Singh Aswal""]"
28_03_2024_8,Transforming Indian higher education,https://drive.google.com/file/d/1azuYsmZkkvdr2ctt1KX9-lQ8Dy4EcSEQ/view?usp=drivesdk,"[""T V Kattimani""]"
28_03_2024_9,From addiction to artistry: painting a new future,https://drive.google.com/file/d/1Sdbv9nHaYPeP87KtEhzc1vfSV4p-ZZTU/view?usp=drivesdk,"[""Swapna Majumdar""]"
28_03_2024_10,Mechanisation needed to tackle farm issues,https://drive.google.com/file/d/19-O7WFOqDv3fcQ5bZD7j9iZiASwSZ22U/view?usp=drivesdk,"[""A S Mittal""]"
28_03_2024_11,Kejriwal's arrest puts Delhi chief secy in hot seat ahead of summer,https://drive.google.com/file/d/1gJCnvCIy1xJSpMfNkEU-nnpteSauHNfQ/view?usp=drivesdk,"[""Dilip Cherian""]"
28_03_2024_12,Inequality and democracy: Can it ensure a better life?,https://drive.google.com/file/d/1qQfYy1T_3Gq2RT4vpngIBcZaXbMP0VWh/view?usp=drivesdk,"[""Sunanda K Datta-Ray""]"
28_03_2024_13,WTO's investment facilitation negotiations are not illegal,https://drive.google.com/file/d/1XPsaOoE-3IUz78K9Ni0d71Kann-WJVub/view?usp=drivesdk,"[""Prabhash Ranjan""]"
28_03_2024_14,The politics of humanitarian aid,https://drive.google.com/file/d/1yoBKwn1ohsGKE_-8_hG8k5MsoQeF-dky/view?usp=drivesdk,"[""T S Tirumurti""]"
28_03_2024_15,2024 records hottest-ever January and February,https://drive.google.com/file/d/1I-40oJokmu6Bq1jQBzihmisEEfmcvCUt/view?usp=drivesdk,"[""Anonymous""]"
28_03_2024_16,Preventing a China-Taiwan conÅict,https://drive.google.com/file/d/1nUSJ7FdOsfpog7i4gS-OU0Sk1SwOiyxT/view?usp=drivesdk,"[""Arzan Tarapore""]"
28_03_2024_17,Why are Rohingya refugees risking their lives at sea?,https://drive.google.com/file/d/1otZv1ZQ3PPRseIQE9cVw_p3R0NuDwhJp/view?usp=drivesdk,"[""Sumeda""]"
28_03_2024_18,On sustainable building materials,https://drive.google.com/file/d/1tFv1yo44YVV_aaXll6mqNxNJTNCyNrLO/view?usp=drivesdk,"[""Satish Kumar"", ""Stuti Goyal"", ""Dharini Sridharan""]"
28_03_2024_19,When images speak: why it is diffcult not to judge a book by its cover,https://drive.google.com/file/d/10ZcFAwbL973GkjJ7z5lEAx1I3j7W7ilo/view?usp=drivesdk,"[""K C Vijaya Kumar""]"
28_03_2024_20,Are we heading towards higher inflation globally?,https://drive.google.com/file/d/1xRyALHTZz2KzKBeximYoinTnO1ufvwBt/view?usp=drivesdk,"[""Parthapratim Pal"", ""Partha Ray""]"
28_03_2024_21,"A sensible approach to AI, sustainability",https://drive.google.com/file/d/1APOjed5gbEbBDEqYV8cjmMyms0rQMUaF/view?usp=drivesdk,"[""Rabi N Mishra"", ""Srinath Sridharan""]"
28_03_2024_22,How to tackle the water crisis,https://drive.google.com/file/d/1uJzfOqqTuMI8zjPkV54RXal7VrlLb0I6/view?usp=drivesdk,"[""A Narayanamoorthy""]"
28_03_2024_23,Uplift in tribal welfare,https://drive.google.com/file/d/1y4mLgQsyX_rPs83Rcl_wO20eOLaU1GqI/view?usp=drivesdk,"[""Nishi Malhotra"", ""P Saravanan""]"
28_03_2024_24,How to save the pandemic treaty,https://drive.google.com/file/d/1xcngisMhPXfIOdH7tY6VjXugDW8kQPEO/view?usp=drivesdk,"[""Mariana Mazzucato""]"
28_03_2024_25,Possible outcomes of India-UK trade deal,https://drive.google.com/file/d/1jap1VVuzsJb-O_OvgFtZ5OJJXBlWqbVq/view?usp=drivesdk,"[""Ajay Srivastava""]"
28_03_2024_26,"Decolonising the forces, without being reductive",https://drive.google.com/file/d/1tyN_i7ne4SjNva2X6J5SiaYM6w-iEmQ9/view?usp=drivesdk,"[""Manmohan Bahadur""]"
28_03_2024_27,Ideas for India: The CPR saga is a cautionary tale,https://drive.google.com/file/d/1l0D6zuuC1GaouCzGOO-vIoyr5AjAPqlU/view?usp=drivesdk,"[""Milan Vaishnav""]"
28_03_2024_28,Developed India needs dignity of development,https://drive.google.com/file/d/164CV2mWEZ3zXav365NMCSsBgQTbgAMbZ/view?usp=drivesdk,"[""Amarjeet Sinha""]"
28_03_2024_29,Transparency in poll funding could lead to a clean-up,https://drive.google.com/file/d/1SwUKdpVCJNJ1vyJuZLDQ0uAmricwy6Uy/view?usp=drivesdk,"[""Ajit Ranade""]"
28_03_2024_30,Piketty's wealth tax: An idea that just can't work,https://drive.google.com/file/d/1KwJEBREwoA5JWMPE4JcEXEWeYmKcjN1U/view?usp=drivesdk,"[""Anonymous""]"
28_03_2024_31,A shrunken world of schools will impact India's future leadership,https://drive.google.com/file/d/19iaRxglN0ZMyBLBXlxN8d4My4wYj2XXd/view?usp=drivesdk,"[""Anurag Behar""]"
28_03_2024_32,AI-augmented web search is at our fingertips already,https://drive.google.com/file/d/1v6ttDXs9X4P-zr1W7OPiayh-uc3xjJD-/view?usp=drivesdk,"[""Narayan Ramachandran""]"
28_03_2024_33,March Madness: Maybe online gambles need some restriction,https://drive.google.com/file/d/1b1-R-__3pGFfBtal9eBltB8V1cpvEt2n/view?usp=drivesdk,"[""Allison Schrager""]"
28_03_2024_34,Don't let poverty of thought stop India from tracking deprivation,https://drive.google.com/file/d/1getWgtdw10LeovE-msqffR-6XQwVkMR4/view?usp=drivesdk,"[""Surjit S Bhalla""]"
28_03_2024_35,Experiments with water,https://drive.google.com/file/d/161Uar9vOkmxvHtA-_ZuTOf9go1YrOIue/view?usp=drivesdk,"[""Sachin Tiwale""]"
28_03_2024_36,Fear and democracy,https://drive.google.com/file/d/1gVlU_i8rwjy_BaNL_-bjy_vEAWngaTI6/view?usp=drivesdk,"[""Ashutosh Varshney""]"
28_03_2024_37,Pop faith,https://drive.google.com/file/d/1IuYUU8BZkZ7TVpwq68dRfPoFrbxwPpmF/view?usp=drivesdk,"[""Nalini Singh""]"
28_03_2024_38,The Kejriwal that could have been,https://drive.google.com/file/d/1vyjmn2PnryPfXdMR4UUWO387HHBBbPI1/view?usp=drivesdk,"[""K J Alphons""]"
28_03_2024_39,Holes in social security,https://drive.google.com/file/d/1CECFpPTuTX7fzQz6pZRpohEuPC8Cl8BK/view?usp=drivesdk,"[""Ravi Srivastava""]"
28_03_2024_40,Why Robert Kennedy Jr's campaign has Biden sweating in key states,https://drive.google.com/file/d/1fyfi9paT812R83_HvI0zEkQ5_LDLwRlY/view?usp=drivesdk,"[""Arjun Sengupta""]"
28_03_2024_41,"State of employment in India: what a new report says about youths and women, concerns and caution",https://drive.google.com/file/d/1RcZZLuy_ZYm-Ly-7cIEbRBV7odWQ6bgU/view?usp=drivesdk,"[""Aanchal Magazine""]"
28_03_2024_42,India-Pak: question of trade,https://drive.google.com/file/d/1GvlTfC4ZGQzZ6vG5CLz2YilZ2eCGSj9p/view?usp=drivesdk,"[""C Raja Mohan""]"
28_03_2024_43,Measuring progress,https://drive.google.com/file/d/1MWjfYmgvwDO4jyl2zyn5gZn34GvipViq/view?usp=drivesdk,"[""Madan Sabnavis""]"
28_03_2024_44,The India-Bhutan story,https://drive.google.com/file/d/1-izaqYAZGam3UHxX8ODo71vWgN9my5cH/view?usp=drivesdk,"[""Harsh V Pant"", ""Aditya G Shivamurthy""]"
28_03_2024_45,What the new expenditure survey says about poverty,https://drive.google.com/file/d/17aCKUF1bg2a3Giq6kstRXFuVzaAykDCj/view?usp=drivesdk,"[""K N Ninan""]"
